,time_stamp,service,average,p5,p95
39,2018-09-15 12:00:00,supermarket,8255.608403933547,2325.86990521327,18650.019084507043
40,2018-09-16 12:00:00,supermarket,4701.44658183128,1142.3593750000002,12282.387066666664
41,2018-09-17 12:00:00,supermarket,4701.44658183128,1142.3593750000002,12282.387066666664
42,2018-09-18 12:00:00,supermarket,4058.748699590955,995.4667605633803,11721.807558139531
43,2018-09-19 12:00:00,supermarket,4057.8843980519773,995.4667605633803,11721.807558139531
44,2018-09-20 12:00:00,supermarket,3926.3143782658253,954.4462352941177,11619.012999999999
45,2018-09-21 12:00:00,supermarket,3869.870135739908,943.688,11619.012999999999
46,2018-09-22 12:00:00,supermarket,3314.7777043129863,880.7708839779006,8525.255158371037
47,2018-09-23 12:00:00,supermarket,3314.7777043129863,880.7708839779006,8525.255158371037
48,2018-09-24 12:00:00,supermarket,3314.7777043129863,880.7708839779006,8525.255158371037
49,2018-09-25 12:00:00,supermarket,3314.7777043129863,880.7708839779006,8525.255158371037
50,2018-09-26 12:00:00,supermarket,3314.7777043129863,880.7708839779006,8525.255158371037
51,2018-09-27 12:00:00,supermarket,3265.8321448484458,839.4901809954752,8525.255158371037
52,2018-09-28 12:00:00,supermarket,3265.8321448484458,839.4901809954752,8525.255158371037
53,2018-09-29 12:00:00,supermarket,3265.8321448484458,839.4901809954752,8525.255158371037
54,2018-09-30 12:00:00,supermarket,3265.8321448484458,839.4901809954752,8525.255158371037
55,2018-10-01 12:00:00,supermarket,3265.8321448484458,839.4901809954752,8525.255158371037
56,2018-10-02 12:00:00,supermarket,3265.8321448484458,839.4901809954752,8525.255158371037
57,2018-10-03 12:00:00,supermarket,3265.8321448484458,839.4901809954752,8525.255158371037
58,2018-10-04 12:00:00,supermarket,3265.8321448484458,839.4901809954752,8525.255158371037
59,2018-10-05 12:00:00,supermarket,3265.8321448484458,839.4901809954752,8525.255158371037
60,2018-10-06 12:00:00,supermarket,3265.8321448484458,839.4901809954752,8525.255158371037
61,2018-10-07 12:00:00,supermarket,3265.8321448484458,839.4901809954752,8525.255158371037
62,2018-10-08 12:00:00,supermarket,3265.8321448484458,839.4901809954752,8525.255158371037
63,2018-10-09 12:00:00,supermarket,3265.8321448484458,839.4901809954752,8525.255158371037
